stop_id,stop_code,stop_name,stop_desc,stop_lon,stop_lat,zone_id,stop_url,location_type,parent_station,stop_timezone,level_id,wheelchair_boarding,platform_code
IDFM:StopPlaceEntrance:50170345,,Entrée / Sortie,,2.1802269098233777,48.9802426536754,,,2,IDFM:65659,,,0,
IDFM:StopPlaceEntrance:50170346,,Entrée / Sortie,,2.1847374393143655,48.92088418761991,,,2,IDFM:64741,,,0,
IDFM:StopPlaceEntrance:50148459,,Entrée / Sortie,,2.3373961052619663,48.88248960824069,,,2,IDFM:71409,,,0,
IDFM:StopPlaceEntrance:50170347,,Entrée / Sortie,,2.185700748463267,48.920369134987254,,,2,IDFM:64741,,,0,
IDFM:StopPlaceEntrance:50170340,,Entrée / Sortie,,2.1283916471187614,49.03409304048439,,,2,IDFM:66659,,,0,
IDFM:StopPlaceEntrance:50170341,,Entrée / Sortie,,2.159358109501346,48.4365752280256,,,2,IDFM:478855,,,0,
IDFM:StopPlaceEntrance:50170342,,Entrée / Sortie,,2.1595866395325327,48.43665781861983,,,2,IDFM:478855,,,0,
IDFM:StopPlaceEntrance:50170343,,Entrée / Sortie,,2.157746192963503,48.937658523460485,,,2,IDFM:64918,,,0,
IDFM:StopPlaceEntrance:50170348,,Entrée / Sortie,,2.1907434684106013,49.057657072072466,,,2,IDFM:66934,,,0,
IDFM:StopPlaceEntrance:50170349,,Entrée / Sortie,,2.196965620206635,49.04637784659412,,,2,IDFM:66798,,,0,
IDFM:StopPlaceEntrance:50170350,,Entrée / Sortie,,2.202107571000049,49.09185708415888,,,2,IDFM:67107,,,0,
IDFM:StopPlaceEntrance:50170355,,Entrée / Sortie,,2.2289948704088403,49.02203912301913,,,2,IDFM:66520,,,0,
IDFM:StopPlaceEntrance:50170356,,Entrée / Sortie,,2.255475123286445,48.5205874567394,,,2,IDFM:59761,,,0,
IDFM:StopPlaceEntrance:50170357,,Entrée / Sortie,,2.257528880864151,48.914063960867495,,,2,IDFM:72177,,,0,
IDFM:StopPlaceEntrance:50170358,,Entrée / Sortie,,2.263237457661453,48.98983668763249,,,2,IDFM:65910,,,0,
IDFM:StopPlaceEntrance:50170351,,Entrée / Sortie,,2.2052809337281083,49.077761067411416,,,2,IDFM:67065,,,0,
IDFM:StopPlaceEntrance:50148465,,Entrée / Sortie,,2.3600563079292733,48.890499964245265,,,2,IDFM:71510,,,0,
IDFM:StopPlaceEntrance:50170352,,Entrée / Sortie,,2.2097671135799635,49.11481820201352,,,2,IDFM:67172,,,0,
IDFM:StopPlaceEntrance:50170353,,Entrée / Sortie,,2.221192233831805,49.02537884185695,,,2,IDFM:66557,,,0,
IDFM:StopPlaceEntrance:50170354,,Entrée / Sortie,,2.228901038274436,49.021912628778026,,,2,IDFM:66520,,,0,
IDFM:StopPlaceEntrance:50148461,,Entrée / Sortie,,2.3386397342734115,48.884421052022105,,,2,IDFM:71432,,,0,
IDFM:StopPlaceEntrance:50148460,,Entrée / Sortie,,2.3380120875964683,48.882304156147555,,,2,IDFM:71409,,,0,
IDFM:StopPlaceEntrance:50148462,,Entrée / Sortie,,2.3386393866043584,48.88981701567979,,,2,IDFM:71492,,,0,
IDFM:StopPlaceEntrance:50170359,,Entrée / Sortie,,2.263550309508401,48.98993752576478,,,2,IDFM:65910,,,0,
IDFM:StopPlaceEntrance:50170360,,Entrée / Sortie,,2.2641709920369006,48.97022960383583,,,2,IDFM:65441,,,0,
IDFM:StopPlaceEntrance:50170361,,Entrée / Sortie,,2.2791356761839183,49.14793711038972,,,2,IDFM:67292,,,0,
IDFM:StopPlaceEntrance:50147987,,Entrée / Sortie,,2.3408900079350947,48.860699897961744,,,2,IDFM:73630,,,0,
IDFM:StopPlaceEntrance:50147986,,Entrée / Sortie,,2.3602975945681393,48.85531918409425,,,2,IDFM:71222,,,0,
IDFM:StopPlaceEntrance:50148842,,Entrée / Sortie,,2.260502003602387,48.724976662364654,,,2,IDFM:63244,,,0,
IDFM:StopPlaceEntrance:50147960,7,Entrée / Sortie,,2.280244740092238,48.87870620411655,,,2,IDFM:71379,,,0,
IDFM:StopPlaceEntrance:50170309,3,Entrée / Sortie,,2.2578291203107144,48.947546750099406,,,2,IDFM:65063,,,0,
